Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000120725	SIL1	-2.282	0.168
ENSG00000067900	ROCK1	-2.213	0.168
ENSG00000204673	AKT1S1	-1.733	0.168
ENSG00000115128	SF3B6	-2.373	0.168
ENSG00000150459	SAP18	-2.212	0.168
ENSG00000069998	CECR5	-2.936	0.168
ENSG00000185608	MRPL40	-1.635	0.167
ENSG00000141378	PTRH2	-1.816	0.167
ENSG00000126226	PCID2	-2.266	0.167
ENSG00000143457	GOLPH3L	-1.634	0.167
ENSG00000145741	BTF3	-2.518	0.167
ENSG00000179295	PTPN11	-2.240	0.166
ENSG00000116455	WDR77	-1.936	0.166
ENSG00000167792	NDUFV1	-2.478	0.166
ENSG00000004779	NDUFAB1	-2.147	0.165
ENSG00000171566	PLRG1	-2.508	0.165
ENSG00000116171	SCP2	-2.190	0.165
ENSG00000182551	ADI1	-2.970	0.165
ENSG00000116898	MRPS15	-2.317	0.164
ENSG00000184220	CMSS1	-1.744	0.164
ENSG00000101138	CSTF1	-2.004	0.164
ENSG00000168538	TRAPPC11	-1.580	0.164
ENSG00000074800	ENO1	-3.196	0.163
ENSG00000171469	ZNF561	-2.331	0.163
ENSG00000061794	MRPS35	-2.207	0.163
ENSG00000126107	HECTD3	-1.734	0.163
ENSG00000169223	LMAN2	-2.062	0.162
ENSG00000121390	PSPC1	-2.158	0.162
ENSG00000004897	CDC27	-2.119	0.162
ENSG00000167658	EEF2	-2.393	0.162
ENSG00000146729	GBAS	-2.030	0.161
ENSG00000120805	ARL1	-1.550	0.161
ENSG00000197345	MRPL21	-2.252	0.161
ENSG00000089280	FUS	-2.648	0.161
ENSG00000110442	COMMD9	-1.615	0.161
ENSG00000090060	PAPOLA	-2.079	0.161
ENSG00000030582	GRN	-2.258	0.160
ENSG00000189043	NDUFA4	-1.647	0.160
ENSG00000133112	TPT1	-1.963	0.160
ENSG00000119285	HEATR1	-1.717	0.159
ENSG00000125743	SNRPD2	-1.987	0.159
ENSG00000198301	SDAD1	-2.156	0.158
ENSG00000104529	EEF1D	-1.979	0.158
ENSG00000170638	TRABD	-1.634	0.158
ENSG00000163041	H3F3A	-2.528	0.158
ENSG00000033800	PIAS1	-1.954	0.157
ENSG00000181222	POLR2A	-2.027	0.157
ENSG00000173575	CHD2	-2.113	0.157
ENSG00000086475	SEPHS1	-2.007	0.157
ENSG00000185475	TMEM179B	-1.672	0.156
ENSG00000185627	PSMD13	-2.558	0.156
ENSG00000143543	JTB	-2.429	0.156
ENSG00000135486	HNRNPA1	-1.636	0.156
ENSG00000125037	EMC3	-2.098	0.156
ENSG00000023318	ERP44	-1.792	0.156
ENSG00000132768	DPH2	-1.720	0.155
ENSG00000168487	BMP1	-2.113	0.155
ENSG00000112697	TMEM30A	-1.917	0.155
ENSG00000139131	YARS2	-1.582	0.155
ENSG00000198856	OSTC	-1.812	0.154
ENSG00000174307	PHLDA3	-2.423	0.154
ENSG00000071894	CPSF1	-1.788	0.154
ENSG00000158796	DEDD	-1.984	0.154
ENSG00000241553	ARPC4	-2.159	0.154
ENSG00000104979	C19orf53	-2.041	0.154
ENSG00000183520	UTP11	-1.544	0.154
ENSG00000144043	TEX261	-2.328	0.154
ENSG00000068878	PSME4	-1.698	0.154
ENSG00000179115	FARSA	-2.377	0.154
ENSG00000143256	PFDN2	-1.970	0.154
ENSG00000247077	PGAM5	-2.132	0.153
ENSG00000145191	EIF2B5	-2.514	0.153
ENSG00000105819	PMPCB	-2.491	0.152
ENSG00000169714	CNBP	-2.379	0.152
ENSG00000189343	RPS2P46	-1.867	0.152
ENSG00000047249	ATP6V1H	-2.242	0.152
ENSG00000004864	SLC25A13	-1.797	0.152
ENSG00000197894	ADH5	-2.455	0.152
ENSG00000188846	RPL14	-1.823	0.152
ENSG00000134371	CDC73	-1.571	0.151
ENSG00000171109	MFN1	-2.131	0.151
ENSG00000116977	LGALS8	-2.206	0.151
ENSG00000123933	MXD4	-2.430	0.151
ENSG00000234741	GAS5	-1.898	0.151
ENSG00000140105	WARS	-1.810	0.151
ENSG00000124795	DEK	-2.069	0.150
ENSG00000105676	ARMC6	-2.083	0.150
ENSG00000102974	CTCF	-1.558	0.149
ENSG00000163950	SLBP	-1.814	0.149
ENSG00000198730	CTR9	-2.268	0.149
ENSG00000167635	ZNF146	-1.876	0.148
ENSG00000153560	UBP1	-1.888	0.148
ENSG00000163811	WDR43	-2.005	0.148
ENSG00000156471	PTDSS1	-2.711	0.148
ENSG00000167986	DDB1	-2.702	0.147
ENSG00000091640	SPAG7	-2.101	0.147
ENSG00000134882	UBAC2	-2.367	0.146
ENSG00000224631	RPS27AP16	-1.593	0.146
ENSG00000232388	LINC00493	-1.862	0.146
ENSG00000079785	DDX1	-2.186	0.146
ENSG00000047932	GOPC	-1.792	0.145
ENSG00000149923	PPP4C	-1.944	0.145
ENSG00000136888	ATP6V1G1	-1.812	0.145
ENSG00000115694	STK25	-1.875	0.145
ENSG00000138777	PPA2	-1.831	0.145
ENSG00000101246	ARFRP1	-1.790	0.145
ENSG00000170515	PA2G4	-2.447	0.144
ENSG00000163714	U2SURP	-2.479	0.144
ENSG00000146457	WTAP	-1.619	0.143
ENSG00000129103	SUMF2	-2.080	0.143
ENSG00000115464	USP34	-1.594	0.142
ENSG00000183207	RUVBL2	-1.868	0.142
ENSG00000135372	NAT10	-2.098	0.142
ENSG00000100796	PPP4R3A	-1.720	0.142
ENSG00000143756	FBXO28	-1.912	0.141
ENSG00000168259	DNAJC7	-2.492	0.141
ENSG00000174780	SRP72	-1.952	0.141
ENSG00000140264	SERF2	-1.728	0.141
ENSG00000158109	TPRG1L	-2.271	0.141
ENSG00000150768	DLAT	-1.759	0.141
ENSG00000263001	GTF2I	-1.786	0.140
ENSG00000105618	PRPF31	-2.108	0.140
ENSG00000114993	RTKN	-2.165	0.140
ENSG00000156508	EEF1A1	-1.794	0.140
ENSG00000148730	EIF4EBP2	-1.944	0.139
ENSG00000132716	DCAF8	-1.596	0.139
ENSG00000179889	PDXDC1	-1.908	0.139
ENSG00000066777	ARFGEF1	-1.756	0.139
ENSG00000132463	GRSF1	-1.895	0.139
ENSG00000147677	EIF3H	-2.005	0.138
ENSG00000185721	DRG1	-1.837	0.138
ENSG00000120063	GNA13	-1.565	0.138
ENSG00000100227	POLDIP3	-2.203	0.138
ENSG00000115839	RAB3GAP1	-1.986	0.138
ENSG00000143575	HAX1	-1.721	0.138
ENSG00000186141	POLR3C	-1.576	0.137
ENSG00000102158	MAGT1	-1.601	0.137
ENSG00000111897	SERINC1	-1.663	0.136
ENSG00000107874	CUEDC2	-1.749	0.136
ENSG00000092841	MYL6	-1.704	0.135
ENSG00000127837	AAMP	-2.101	0.135
ENSG00000060971	ACAA1	-1.889	0.135
ENSG00000053372	MRTO4	-1.845	0.135
ENSG00000186834	HEXIM1	-1.607	0.135
ENSG00000136813	KIAA0368	-1.882	0.135
ENSG00000110107	PRPF19	-1.932	0.135
ENSG00000125835	SNRPB	-2.100	0.135
ENSG00000131467	PSME3	-1.753	0.134
ENSG00000164934	DCAF13	-1.719	0.133
ENSG00000185624	P4HB	-2.162	0.133
ENSG00000177889	UBE2N	-1.622	0.133
ENSG00000116857	TMEM9	-1.882	0.132
ENSG00000090273	NUDC	-1.677	0.132
ENSG00000163110	PDLIM5	-1.706	0.132
ENSG00000003756	RBM5	-1.582	0.132
ENSG00000085377	PREP	-2.010	0.131
ENSG00000147649	MTDH	-2.083	0.131
ENSG00000114686	MRPL3	-2.024	0.131
ENSG00000143537	ADAM15	-2.137	0.131
ENSG00000198176	TFDP1	-1.871	0.131
ENSG00000119335	SET	-2.242	0.129
ENSG00000101346	POFUT1	-1.767	0.129
ENSG00000138430	OLA1	-1.842	0.129
ENSG00000135506	OS9	-1.989	0.127
ENSG00000084090	STARD7	-1.704	0.127
ENSG00000146834	MEPCE	-1.566	0.127
ENSG00000107959	PITRM1	-1.880	0.126
ENSG00000117676	RPS6KA1	-1.693	0.126
ENSG00000104852	SNRNP70	-1.740	0.126
ENSG00000198171	DDRGK1	-1.679	0.126
ENSG00000205250	E2F4	-1.947	0.126
ENSG00000119392	GLE1	-1.550	0.125
ENSG00000105968	H2AFV	-1.745	0.125
ENSG00000113712	CSNK1A1	-1.983	0.123
ENSG00000107581	EIF3A	-1.819	0.123
ENSG00000198218	QRICH1	-1.590	0.122
ENSG00000065154	OAT	-1.892	0.121
ENSG00000173674	EIF1AX	-1.621	0.120
ENSG00000073578	SDHA	-1.560	0.119
ENSG00000115216	NRBP1	-1.785	0.119
ENSG00000136436	CALCOCO2	-1.586	0.119
ENSG00000135778	NTPCR	-1.575	0.118
ENSG00000182944	EWSR1	-1.827	0.118
ENSG00000108828	VAT1	-1.695	0.116
ENSG00000188554	NBR1	-1.620	0.115
ENSG00000096384	HSP90AB1	-1.799	0.115
ENSG00000065183	WDR3	-1.604	0.114
ENSG00000127022	CANX	-1.564	0.113
ENSG00000186081	KRT5	-1.674	0.112
ENSG00000159202	UBE2Z	-1.667	0.110
ENSG00000145907	G3BP1	-1.681	0.109
ENSG00000055070	SZRD1	-1.691	-0.113
ENSG00000170027	YWHAG	-1.571	-0.114
ENSG00000075415	SLC25A3	-1.743	-0.115
ENSG00000120129	DUSP1	-1.640	-0.116
ENSG00000197006	METTL9	-1.593	-0.117
ENSG00000137710	RDX	-1.727	-0.117
ENSG00000105974	CAV1	-1.853	-0.118
ENSG00000120705	ETF1	-1.918	-0.118
ENSG00000119986	AVPI1	-1.612	-0.120
ENSG00000130725	UBE2M	-1.685	-0.120
ENSG00000186184	POLR1D	-1.836	-0.120
ENSG00000120742	SERP1	-1.558	-0.122
ENSG00000144677	CTDSPL	-1.758	-0.122
ENSG00000084623	EIF3I	-1.933	-0.122
ENSG00000196235	SUPT5H	-1.588	-0.124
ENSG00000157020	SEC13	-1.875	-0.125
ENSG00000063046	EIF4B	-1.946	-0.125
ENSG00000067225	PKM	-1.995	-0.126
ENSG00000132254	ARFIP2	-1.932	-0.126
ENSG00000150991	UBC	-1.966	-0.126
ENSG00000139726	DENR	-1.776	-0.128
ENSG00000030066	NUP160	-1.649	-0.128
ENSG00000158710	TAGLN2	-2.022	-0.128
ENSG00000135720	DYNC1LI2	-1.765	-0.129
ENSG00000170266	GLB1	-1.679	-0.129
ENSG00000138801	PAPSS1	-1.865	-0.131
ENSG00000179262	RAD23A	-1.567	-0.131
ENSG00000131446	MGAT1	-1.951	-0.131
ENSG00000149100	EIF3M	-1.980	-0.131
ENSG00000167005	NUDT21	-1.817	-0.132
ENSG00000115365	LANCL1	-1.652	-0.133
ENSG00000119689	DLST	-2.045	-0.133
ENSG00000049656	CLPTM1L	-2.001	-0.135
ENSG00000100225	FBXO7	-2.029	-0.135
ENSG00000125818	PSMF1	-2.195	-0.135
ENSG00000167193	CRK	-2.086	-0.136
ENSG00000174564	IL20RB	-2.273	-0.137
ENSG00000088930	XRN2	-2.110	-0.137
ENSG00000100991	TRPC4AP	-2.195	-0.137
ENSG00000228300	C19orf24	-1.552	-0.137
ENSG00000110906	KCTD10	-1.582	-0.138
ENSG00000143753	DEGS1	-2.065	-0.139
ENSG00000138674	SEC31A	-2.048	-0.139
ENSG00000144635	DYNC1LI1	-1.590	-0.139
ENSG00000127526	SLC35E1	-1.734	-0.139
ENSG00000127054	CPSF3L	-2.148	-0.140
ENSG00000121644	DESI2	-1.872	-0.140
ENSG00000141698	NT5C3B	-1.744	-0.141
ENSG00000092820	EZR	-2.315	-0.142
ENSG00000168288	MMADHC	-1.809	-0.142
ENSG00000185122	HSF1	-1.872	-0.142
ENSG00000185787	MORF4L1	-2.112	-0.142
ENSG00000105221	AKT2	-2.226	-0.142
ENSG00000155561	NUP205	-2.165	-0.143
ENSG00000103769	RAB11A	-1.948	-0.144
ENSG00000091164	TXNL1	-2.003	-0.144
ENSG00000163634	THOC7	-1.893	-0.144
ENSG00000163655	GMPS	-2.076	-0.144
ENSG00000196850	PPTC7	-2.156	-0.144
ENSG00000087274	ADD1	-1.970	-0.145
ENSG00000064419	TNPO3	-2.317	-0.145
ENSG00000173786	CNP	-1.854	-0.145
ENSG00000137492	THAP12	-1.657	-0.145
ENSG00000125991	ERGIC3	-2.202	-0.146
ENSG00000161249	DMKN	-1.654	-0.146
ENSG00000158470	B4GALT5	-1.548	-0.146
ENSG00000135679	MDM2	-2.142	-0.147
ENSG00000162627	SNX7	-1.735	-0.147
ENSG00000131779	PEX11B	-1.588	-0.147
ENSG00000106367	AP1S1	-2.167	-0.147
ENSG00000106628	POLD2	-2.303	-0.147
ENSG00000104969	SGTA	-2.175	-0.147
ENSG00000108468	CBX1	-2.061	-0.148
ENSG00000120265	PCMT1	-2.315	-0.148
ENSG00000115762	PLEKHB2	-2.106	-0.149
ENSG00000105514	RAB3D	-2.213	-0.149
ENSG00000109332	UBE2D3	-1.783	-0.150
ENSG00000153823	PID1	-2.293	-0.151
ENSG00000076984	MAP2K7	-1.750	-0.151
ENSG00000182117	NOP10	-2.369	-0.151
ENSG00000115207	GTF3C2	-1.902	-0.152
ENSG00000114520	SNX4	-1.547	-0.152
ENSG00000100403	ZC3H7B	-2.364	-0.152
ENSG00000106609	TMEM248	-2.494	-0.152
ENSG00000125995	ROMO1	-1.661	-0.153
ENSG00000140400	MAN2C1	-1.594	-0.153
ENSG00000177830	CHID1	-2.308	-0.153
ENSG00000102007	PLP2	-2.427	-0.153
ENSG00000124831	LRRFIP1	-2.616	-0.153
ENSG00000167674	CTB-50L17.10	-1.608	-0.154
ENSG00000001629	ANKIB1	-1.927	-0.154
ENSG00000105401	CDC37	-2.306	-0.154
ENSG00000176597	B3GNT5	-2.637	-0.154
ENSG00000100226	GTPBP1	-1.700	-0.154
ENSG00000106245	BUD31	-2.196	-0.155
ENSG00000134287	ARF3	-2.853	-0.155
ENSG00000163812	ZDHHC3	-2.303	-0.155
ENSG00000166479	TMX3	-1.894	-0.155
ENSG00000043143	JADE2	-1.965	-0.155
ENSG00000185000	DGAT1	-1.995	-0.156
ENSG00000143612	C1orf43	-2.889	-0.156
ENSG00000218283	MORF4L1P1	-1.621	-0.157
ENSG00000116786	PLEKHM2	-2.058	-0.157
ENSG00000100281	HMGXB4	-1.579	-0.157
ENSG00000220472	RP11-69L16.5	-1.589	-0.157
ENSG00000162714	ZNF496	-2.363	-0.157
ENSG00000140553	UNC45A	-2.824	-0.157
ENSG00000072803	FBXW11	-1.820	-0.157
ENSG00000163872	YEATS2	-2.042	-0.158
ENSG00000112855	HARS2	-2.561	-0.158
ENSG00000092036	HAUS4	-1.657	-0.158
ENSG00000127314	RAP1B	-1.563	-0.158
ENSG00000121064	SCPEP1	-2.697	-0.160
ENSG00000170791	CHCHD7	-1.806	-0.160
ENSG00000278259	MYO19	-1.695	-0.160
ENSG00000085872	CHERP	-1.696	-0.160
ENSG00000143751	SDE2	-1.832	-0.160
ENSG00000273841	TAF9	-2.038	-0.160
ENSG00000076924	XAB2	-2.750	-0.161
ENSG00000065150	IPO5	-2.954	-0.161
ENSG00000136444	RSAD1	-1.728	-0.161
ENSG00000102471	NDFIP2	-2.664	-0.162
ENSG00000162704	ARPC5	-2.453	-0.162
ENSG00000264364	DYNLL2	-1.564	-0.162
ENSG00000204619	PPP1R11	-2.247	-0.163
ENSG00000119777	TMEM214	-2.084	-0.163
ENSG00000185043	CIB1	-2.338	-0.163
ENSG00000130311	DDA1	-2.583	-0.163
ENSG00000007520	TSR3	-1.886	-0.163
ENSG00000188522	FAM83G	-1.766	-0.164
ENSG00000011243	AKAP8L	-2.425	-0.164
ENSG00000129219	PLD2	-2.496	-0.164
ENSG00000150093	ITGB1	-2.944	-0.164
ENSG00000157954	WIPI2	-2.609	-0.164
ENSG00000155090	KLF10	-2.117	-0.165
ENSG00000188986	NELFB	-2.587	-0.165
ENSG00000114316	USP4	-1.811	-0.165
ENSG00000204713	TRIM27	-2.369	-0.165
ENSG00000136280	CCM2	-2.663	-0.165
ENSG00000064115	TM7SF3	-2.269	-0.166
ENSG00000143337	TOR1AIP1	-2.517	-0.166
ENSG00000225921	NOL7	-2.139	-0.166
ENSG00000151503	NCAPD3	-2.024	-0.167
ENSG00000138071	ACTR2	-3.298	-0.167
ENSG00000100811	YY1	-2.442	-0.167
ENSG00000113068	PFDN1	-2.376	-0.168
ENSG00000133316	WDR74	-2.931	-0.168
ENSG00000171867	PRNP	-2.885	-0.168
ENSG00000215305	VPS16	-1.910	-0.169
ENSG00000100241	SBF1	-1.611	-0.169
ENSG00000013374	NUB1	-2.746	-0.169
ENSG00000065911	MTHFD2	-2.546	-0.170
ENSG00000103496	STX4	-1.952	-0.170
ENSG00000133275	CSNK1G2	-2.334	-0.171
ENSG00000129968	ABHD17A	-2.389	-0.171
ENSG00000149480	MTA2	-3.088	-0.172
ENSG00000204356	NELFE	-2.090	-0.172
ENSG00000170275	CRTAP	-3.499	-0.172
ENSG00000011451	WIZ	-2.032	-0.173
ENSG00000005007	UPF1	-2.310	-0.174
ENSG00000149136	SSRP1	-3.521	-0.174
ENSG00000186575	NF2	-1.783	-0.175
ENSG00000170348	TMED10	-3.035	-0.175
ENSG00000103479	RBL2	-3.148	-0.175
ENSG00000168439	STIP1	-3.427	-0.175
ENSG00000138279	ANXA7	-3.000	-0.176
ENSG00000197746	PSAP	-3.353	-0.176
ENSG00000137817	PARP6	-1.577	-0.176
ENSG00000103495	MAZ	-3.020	-0.177
ENSG00000023892	DEF6	-1.557	-0.177
ENSG00000100380	ST13	-3.341	-0.177
ENSG00000198131	ZNF544	-1.688	-0.177
ENSG00000180228	PRKRA	-2.235	-0.179
ENSG00000138629	UBL7	-2.066	-0.180
ENSG00000171720	HDAC3	-3.096	-0.180
ENSG00000163597	SNHG16	-3.374	-0.180
ENSG00000213523	SRA1	-1.588	-0.181
ENSG00000035928	RFC1	-3.190	-0.181
ENSG00000105186	ANKRD27	-2.564	-0.181
ENSG00000149196	HIKESHI	-1.843	-0.181
ENSG00000073536	NLE1	-3.192	-0.182
ENSG00000070061	IKBKAP	-2.619	-0.182
ENSG00000147162	OGT	-2.001	-0.182
ENSG00000183576	SETD3	-3.313	-0.182
ENSG00000148110	MFSD14B	-3.284	-0.182
ENSG00000143761	ARF1	-3.658	-0.182
ENSG00000075945	KIFAP3	-1.642	-0.182
ENSG00000181924	COA4	-2.760	-0.182
ENSG00000101000	PROCR	-2.843	-0.183
ENSG00000148908	RGS10	-2.118	-0.183
ENSG00000153406	NMRAL1	-2.172	-0.184
ENSG00000143702	CEP170	-2.071	-0.184
ENSG00000136045	PWP1	-3.013	-0.184
ENSG00000115649	CNPPD1	-2.615	-0.184
ENSG00000204843	DCTN1	-3.493	-0.184
ENSG00000116062	MSH6	-2.963	-0.184
ENSG00000104915	STX10	-2.845	-0.184
ENSG00000160310	PRMT2	-3.347	-0.184
ENSG00000105404	RABAC1	-1.932	-0.185
ENSG00000170892	TSEN34	-2.788	-0.185
ENSG00000138386	NAB1	-3.023	-0.185
ENSG00000131876	SNRPA1	-2.368	-0.185
ENSG00000138802	SEC24B	-1.812	-0.185
ENSG00000168575	SLC20A2	-2.364	-0.185
ENSG00000102572	STK24	-3.466	-0.185
ENSG00000166224	SGPL1	-2.825	-0.185
ENSG00000139405	RITA1	-1.749	-0.185
ENSG00000149357	LAMTOR1	-2.938	-0.185
ENSG00000106636	YKT6	-3.816	-0.186
ENSG00000165916	PSMC3	-2.971	-0.186
ENSG00000090621	PABPC4	-3.683	-0.186
ENSG00000176393	RNPEP	-3.143	-0.186
ENSG00000166181	API5	-3.107	-0.186
ENSG00000198951	NAGA	-1.543	-0.186
ENSG00000131746	TNS4	-2.657	-0.186
ENSG00000069329	VPS35	-2.599	-0.187
ENSG00000167775	CD320	-1.850	-0.187
ENSG00000143811	PYCR2	-3.157	-0.187
ENSG00000204351	SKIV2L	-1.919	-0.187
ENSG00000142733	MAP3K6	-2.050	-0.187
ENSG00000122550	KLHL7	-1.817	-0.187
ENSG00000132024	CC2D1A	-2.441	-0.187
ENSG00000100568	VTI1B	-2.620	-0.188
ENSG00000148834	GSTO1	-2.866	-0.188
ENSG00000088387	DOCK9	-1.943	-0.188
ENSG00000132793	LPIN3	-1.898	-0.188
ENSG00000164062	APEH	-3.800	-0.188
ENSG00000089356	FXYD3	-2.715	-0.189
ENSG00000074201	CLNS1A	-3.198	-0.189
ENSG00000115884	SDC1	-2.779	-0.189
ENSG00000150316	CWC15	-2.988	-0.190
ENSG00000116005	PCYOX1	-2.939	-0.190
ENSG00000104067	TJP1	-3.048	-0.190
ENSG00000142208	AKT1	-3.701	-0.190
ENSG00000143870	PDIA6	-3.725	-0.191
ENSG00000238227	C9orf69	-1.893	-0.192
ENSG00000067167	TRAM1	-2.888	-0.192
ENSG00000157500	APPL1	-2.609	-0.193
ENSG00000054148	PHPT1	-2.269	-0.193
ENSG00000064607	SUGP2	-2.186	-0.194
ENSG00000172977	KAT5	-2.406	-0.194
ENSG00000132694	ARHGEF11	-1.609	-0.194
ENSG00000137274	BPHL	-1.658	-0.194
ENSG00000124762	CDKN1A	-3.402	-0.195
ENSG00000105281	SLC1A5	-3.437	-0.195
ENSG00000149823	VPS51	-2.666	-0.195
ENSG00000129562	DAD1	-2.146	-0.195
ENSG00000177674	AGTRAP	-3.098	-0.195
ENSG00000143393	PI4KB	-3.231	-0.196
ENSG00000214022	REPIN1	-2.091	-0.196
ENSG00000183726	TMEM50A	-2.773	-0.197
ENSG00000100982	PCIF1	-1.565	-0.197
ENSG00000068489	PRR11	-1.722	-0.197
ENSG00000154845	PPP4R1	-4.188	-0.197
ENSG00000133193	FAM104A	-2.328	-0.198
ENSG00000173545	ZNF622	-2.060	-0.198
ENSG00000162702	ZNF281	-2.028	-0.198
ENSG00000104723	TUSC3	-3.576	-0.199
ENSG00000124766	SOX4	-2.170	-0.199
ENSG00000053501	USE1	-1.804	-0.200
ENSG00000160917	CPSF4	-2.242	-0.200
ENSG00000162923	WDR26	-3.393	-0.202
ENSG00000134748	PRPF38A	-2.072	-0.202
ENSG00000157538	DSCR3	-2.860	-0.202
ENSG00000143198	MGST3	-3.055	-0.202
ENSG00000105176	URI1	-3.681	-0.202
ENSG00000170779	CDCA4	-2.415	-0.202
ENSG00000165233	CARD19	-1.868	-0.203
ENSG00000178761	FAM219B	-2.772	-0.203
ENSG00000167965	MLST8	-3.443	-0.203
ENSG00000164896	FASTK	-2.525	-0.203
ENSG00000141027	NCOR1	-2.539	-0.203
ENSG00000122545	SEPT7	-3.558	-0.203
ENSG00000213639	PPP1CB	-3.423	-0.204
ENSG00000133398	MED10	-1.759	-0.204
ENSG00000064652	SNX24	-1.843	-0.205
ENSG00000064932	SBNO2	-2.253	-0.205
ENSG00000125952	MAX	-3.177	-0.205
ENSG00000080503	SMARCA2	-2.715	-0.205
ENSG00000162032	SPSB3	-2.215	-0.205
ENSG00000115806	GORASP2	-4.169	-0.205
ENSG00000105323	HNRNPUL1	-3.858	-0.205
ENSG00000112473	SLC39A7	-3.412	-0.205
ENSG00000168090	COPS6	-3.325	-0.205
ENSG00000077147	TM9SF3	-3.365	-0.206
ENSG00000117758	STX12	-3.029	-0.206
ENSG00000072042	RDH11	-2.644	-0.206
ENSG00000062716	VMP1	-2.805	-0.206
ENSG00000115419	GLS	-2.507	-0.206
ENSG00000152684	PELO	-2.457	-0.207
ENSG00000065000	AP3D1	-3.713	-0.207
ENSG00000204469	PRRC2A	-2.111	-0.207
ENSG00000136560	TANK	-2.037	-0.207
ENSG00000163466	ARPC2	-4.200	-0.207
ENSG00000066322	ELOVL1	-4.592	-0.208
ENSG00000141551	CSNK1D	-3.346	-0.208
ENSG00000100219	XBP1	-3.660	-0.208
ENSG00000089597	GANAB	-2.875	-0.209
ENSG00000157593	SLC35B2	-3.983	-0.209
ENSG00000132481	TRIM47	-2.134	-0.209
ENSG00000198791	CNOT7	-3.485	-0.209
ENSG00000159459	UBR1	-2.743	-0.209
ENSG00000225663	MCRIP1	-1.847	-0.209
ENSG00000129250	KIF1C	-3.150	-0.209
ENSG00000111321	LTBR	-4.355	-0.209
ENSG00000154640	BTG3	-2.480	-0.210
ENSG00000114120	SLC25A36	-3.180	-0.210
ENSG00000119729	RHOQ	-1.653	-0.210
ENSG00000153066	TXNDC11	-2.265	-0.210
ENSG00000197586	ENTPD6	-3.865	-0.210
ENSG00000256235	SMIM3	-3.609	-0.210
ENSG00000184432	COPB2	-4.415	-0.210
ENSG00000146282	RARS2	-2.093	-0.210
ENSG00000197122	SRC	-3.200	-0.210
ENSG00000083937	CHMP2B	-2.053	-0.211
ENSG00000111229	ARPC3	-3.997	-0.211
ENSG00000141858	SAMD1	-1.778	-0.211
ENSG00000103126	AXIN1	-2.223	-0.211
ENSG00000055130	CUL1	-3.403	-0.211
ENSG00000013583	HEBP1	-2.096	-0.212
ENSG00000213965	NUDT19	-1.988	-0.212
ENSG00000104368	PLAT	-2.143	-0.213
ENSG00000072849	DERL2	-1.775	-0.213
ENSG00000160714	UBE2Q1	-4.253	-0.213
ENSG00000130511	SSBP4	-1.599	-0.213
ENSG00000197956	S100A6	-3.086	-0.214
ENSG00000056972	TRAF3IP2	-3.654	-0.214
ENSG00000275183	LENG9	-1.617	-0.214
ENSG00000149084	HSD17B12	-4.682	-0.214
ENSG00000160446	ZDHHC12	-2.161	-0.214
ENSG00000117899	MESDC2	-3.249	-0.215
ENSG00000180098	TRNAU1AP	-1.719	-0.215
ENSG00000135334	AKIRIN2	-1.602	-0.215
ENSG00000276023	DUSP14	-3.310	-0.215
ENSG00000136152	COG3	-3.028	-0.215
ENSG00000087053	MTMR2	-2.968	-0.216
ENSG00000171603	CLSTN1	-2.175	-0.216
ENSG00000173456	RNF26	-2.825	-0.216
ENSG00000148634	HERC4	-3.793	-0.216
ENSG00000007168	PAFAH1B1	-3.928	-0.216
ENSG00000165152	TMEM246	-2.558	-0.216
ENSG00000143740	SNAP47	-3.797	-0.216
ENSG00000113812	ACTR8	-2.304	-0.216
ENSG00000168137	SETD5	-3.513	-0.217
ENSG00000185127	C6orf120	-1.609	-0.217
ENSG00000111652	COPS7A	-3.413	-0.217
ENSG00000090615	GOLGA3	-1.808	-0.218
ENSG00000128039	SRD5A3	-2.577	-0.218
ENSG00000107554	DNMBP	-1.827	-0.218
ENSG00000149761	NUDT22	-2.698	-0.218
ENSG00000196262	PPIA	-4.675	-0.218
ENSG00000035115	SH3YL1	-2.780	-0.218
ENSG00000130703	OSBPL2	-3.188	-0.218
ENSG00000177542	SLC25A22	-1.735	-0.218
ENSG00000070423	RNF126	-2.823	-0.219
ENSG00000101152	DNAJC5	-3.569	-0.219
ENSG00000205339	IPO7	-3.382	-0.220
ENSG00000166441	RPL27A	-3.091	-0.220
ENSG00000126461	SCAF1	-2.592	-0.220
ENSG00000213983	AP1G2	-3.558	-0.221
ENSG00000000003	TSPAN6	-1.848	-0.221
ENSG00000168734	PKIG	-1.642	-0.222
ENSG00000162496	DHRS3	-2.281	-0.222
ENSG00000221914	PPP2R2A	-4.237	-0.222
ENSG00000198898	CAPZA2	-4.191	-0.222
ENSG00000152240	HAUS1	-1.729	-0.222
ENSG00000133597	ADCK2	-2.746	-0.222
ENSG00000142082	SIRT3	-2.020	-0.222
ENSG00000172113	NME6	-2.199	-0.223
ENSG00000105254	TBCB	-3.202	-0.223
ENSG00000177469	PTRF	-4.599	-0.223
ENSG00000163159	VPS72	-3.253	-0.223
ENSG00000171223	JUNB	-3.474	-0.224
ENSG00000169857	AVEN	-3.362	-0.224
ENSG00000185359	HGS	-5.087	-0.224
ENSG00000103342	GSPT1	-4.513	-0.224
ENSG00000197535	MYO5A	-2.478	-0.224
ENSG00000189171	S100A13	-4.660	-0.224
ENSG00000138175	ARL3	-1.665	-0.224
